gene_symbol,ncbi_gene,ensembl_gene,db_gene_symbol,db_ncbi_gene,db_ensembl_gene,source_gene,gs_id,gs_name,gs_collection,gs_subcollection,gs_collection_name,gs_description,gs_source_species,gs_pmid,gs_geoid,gs_exact_source,gs_url,db_version,db_target_species
HRAS,3265,ENSG00000174775,HRAS,3265,ENSG00000174775,3265,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,3725,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
KRAS,3845,ENSG00000133703,KRAS,3845,ENSG00000133703,3845,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
MAP2K1,5604,ENSG00000169032,MAP2K1,5604,ENSG00000169032,5604,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
MAP2K2,5605,ENSG00000126934,MAP2K2,5605,ENSG00000126934,5605,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
MAPK1,5594,ENSG00000100030,MAPK1,5594,ENSG00000100030,5594,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
MAPK3,5595,ENSG00000102882,MAPK3,5595,ENSG00000102882,5595,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
NRAS,4893,ENSG00000213281,NRAS,4893,ENSG00000213281,4893,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
RAF1,5894,ENSG00000132155,RAF1,5894,ENSG00000132155,5894,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
SRC,6714,ENSG00000197122,SRC,6714,ENSG00000197122,6714,M47801,KEGG_MEDICUS_ENV_FACTOR_E2_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: E2 -> ESR1/2 -> SRC -> RAS -> RAF -> MEK -> ERK -> (ESR1/2,AP1) => CHRNA9",HS,,,N01353,https://www.kegg.jp/entry/N01353,2026.1.Hs,HS
CDK5,1020,ENSG00000164885,CDK5,1020,ENSG00000164885,1020,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
MAPT,4137,ENSG00000186868,MAPT,4137,ENSG00000186868,4137,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA1A,7846,ENSG00000167552,TUBA1A,7846,ENSG00000167552,7846,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA1B,10376,ENSG00000123416,TUBA1B,10376,ENSG00000123416,10376,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA1C,84790,ENSG00000167553,TUBA1C,84790,ENSG00000167553,84790,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA3C,7278,ENSG00000198033,TUBA3C,7278,ENSG00000198033,7278,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA3D,113457,ENSG00000075886,TUBA3D,113457,ENSG00000075886,113457,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA3E,112714,ENSG00000152086,TUBA3E,112714,ENSG00000152086,112714,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA4A,7277,ENSG00000127824,TUBA4A,7277,ENSG00000127824,7277,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBA8,51807,ENSG00000183785,TUBA8,51807,ENSG00000183785,51807,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB,203068,ENSG00000196230,TUBB,203068,ENSG00000196230,203068,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB1,81027,ENSG00000101162,TUBB1,81027,ENSG00000101162,81027,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB2A,7280,ENSG00000137267,TUBB2A,7280,ENSG00000137267,7280,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB2B,347733,ENSG00000137285,TUBB2B,347733,ENSG00000137285,347733,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB3,10381,ENSG00000258947,TUBB3,10381,ENSG00000258947,10381,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB4A,10382,ENSG00000104833,TUBB4A,10382,ENSG00000104833,10382,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB4B,10383,ENSG00000188229,TUBB4B,10383,ENSG00000188229,10383,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB6,84617,ENSG00000176014,TUBB6,84617,ENSG00000176014,84617,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
TUBB8,347688,ENSG00000261456,TUBB8,347688,ENSG00000261456,347688,M47818,KEGG_MEDICUS_ENV_FACTOR_IRON_TO_ANTEROGRADE_AXONAL_TRANSPORT,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Fe2+ -> CDK5 -> MAPT -| (TUBA+TUBB),HS,,,N01414,https://www.kegg.jp/entry/N01414,2026.1.Hs,HS
FOS,2353,ENSG00000170345,FOS,2353,ENSG00000170345,2353,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
JUN,3725,ENSG00000177606,JUN,3725,ENSG00000177606,3725,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAP2K4,6416,ENSG00000065559,MAP2K4,6416,ENSG00000065559,6416,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAP2K7,5609,ENSG00000076984,MAP2K7,5609,ENSG00000076984,5609,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAP3K5,4217,ENSG00000197442,MAP3K5,4217,ENSG00000197442,4217,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAPK10,5602,ENSG00000109339,MAPK10,5602,ENSG00000109339,5602,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAPK8,5599,ENSG00000107643,MAPK8,5599,ENSG00000107643,5599,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
MAPK9,5601,ENSG00000050748,MAPK9,5601,ENSG00000050748,5601,M47814,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_JNK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> MAP3K5 -> MKK4/7 -> JNK -> AP1,HS,,,N01407,https://www.kegg.jp/entry/N01407,2026.1.Hs,HS
AKR1A1,10327,ENSG00000117448,AKR1A1,10327,ENSG00000117448,10327,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
AKR1C1,1645,ENSG00000187134,AKR1C1,1645,ENSG00000187134,1645,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
AKR1C2,1646,ENSG00000151632,AKR1C2,1646,ENSG00000151632,1646,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
AKR1C3,8644,ENSG00000196139,AKR1C3,8644,ENSG00000196139,8644,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
AKR1C4,1109,ENSG00000198610,AKR1C4,1109,ENSG00000198610,1109,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
HMOX1,3162,ENSG00000100292,HMOX1,3162,ENSG00000100292,3162,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
KEAP1,9817,ENSG00000079999,KEAP1,9817,ENSG00000079999,9817,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
NFE2L2,4780,ENSG00000116044,NFE2L2,4780,ENSG00000116044,4780,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
NQO1,1728,ENSG00000181019,NQO1,1728,ENSG00000181019,1728,M47817,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_KEAP1_NRF2_SIGNALIG_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,"Pathway Definition from KEGG: Metals -> ROS -| KEAP1 -| NRF2 => (HMOX1,NQO1,AKR)",HS,,,N01413,https://www.kegg.jp/entry/N01413,2026.1.Hs,HS
ABL1,25,ENSG00000097007,ABL1,25,ENSG00000097007,25,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
ABL2,27,ENSG00000143322,ABL2,27,ENSG00000143322,27,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
ACP1,52,ENSG00000143727,ACP1,52,ENSG00000143727,52,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
CHUK,1147,ENSG00000213341,CHUK,1147,ENSG00000213341,1147,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
IKBKB,3551,ENSG00000104365,IKBKB,3551,ENSG00000104365,3551,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
IKBKG,8517,ENSG00000269335,IKBKG,8517,ENSG00000269335,8517,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
NFKB1,4790,ENSG00000109320,NFKB1,4790,ENSG00000109320,4790,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
NFKBIA,4792,ENSG00000100906,NFKBIA,4792,ENSG00000100906,4792,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
PRKD1,5587,ENSG00000184304,PRKD1,5587,ENSG00000184304,5587,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
PRKD2,25865,ENSG00000105287,PRKD2,25865,ENSG00000105287,25865,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
PRKD3,23683,ENSG00000115825,PRKD3,23683,ENSG00000115825,23683,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
PTPN11,5781,ENSG00000179295,PTPN11,5781,ENSG00000179295,5781,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
PTPRJ,5795,ENSG00000149177,PTPRJ,5795,ENSG00000149177,5795,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
RELA,5970,ENSG00000173039,RELA,5970,ENSG00000173039,5970,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
SRC,6714,ENSG00000197122,SRC,6714,ENSG00000197122,6714,M47816,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_NFKB_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -| PTP -| SRC -> ABL -> PKD -> IKK -> NFKBIA -> NFKB,HS,,,N01411,https://www.kegg.jp/entry/N01411,2026.1.Hs,HS
ARAF,369,ENSG00000078061,ARAF,369,ENSG00000078061,369,M47815,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> RAS -> RAF -> MEK -> ERK -> AP1,HS,,,N01408,https://www.kegg.jp/entry/N01408,2026.1.Hs,HS
BRAF,673,ENSG00000157764,BRAF,673,ENSG00000157764,673,M47815,KEGG_MEDICUS_ENV_FACTOR_METALS_TO_RAS_ERK_SIGNALING_PATHWAY,C2,CP:KEGG_MEDICUS,KEGG Medicus Pathways,Pathway Definition from KEGG: Metals -> ROS -> RAS -> RAF -> MEK -> ERK -> AP1,HS,,,N01408,https://www.kegg.jp/entry/N01408,2026.1.Hs,HS
